trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'e': 0.15881742610692068, 'a': 0.5}",20,10,17.478916187150933,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'e': 0.1572371663136276, 'a': 0.5}",25,0,30.334467153819283,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'e': 0.1556726303679973, 'a': 0.5}",25,19,11.474365816914851,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'e': 0.1541236618151314, 'a': 0.5}",35,15,6.38777576896393,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
188,False,"{'e': 0.15259010575688386, 'a': 0.5}",25,6,19.634513842809206,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'e': 0.15107180883637084, 'a': 0.5}",20,11,10.033837340679376,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'e': 0.14956861922263504, 'a': 0.5}",20,14,14.968991143666225,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'e': 0.14808038659546244, 'a': 0.5}",20,11,20.270265804649256,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'e': 0.14660696213035015, 'a': 0.5}",25,15,18.232863472001632,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'e': 0.14514819848362373, 'a': 0.5}",25,11,1.7331093596848692,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
194,False,"{'e': 0.14370394977770293, 'a': 0.5}",25,14,7.4590720628677545,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'e': 0.1422740715865136, 'a': 0.5}",25,10,30.056921014434067,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'e': 0.140858420921045, 'a': 0.5}",25,11,22.161105781888594,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'e': 0.13945685621505094, 'a': 0.5}",25,17,0.8661412479381734,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'e': 0.13806923731089282, 'a': 0.5}",30,16,28.51038785009097,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'e': 0.13669542544552385, 'a': 0.5}",20,13,11.553411052526478,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'e': 0.1353352832366127, 'a': 0.5}",35,25,20.06393977827063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'e': 0.13398867466880493, 'a': 0.5}",20,14,13.762356620505612,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'e': 0.13265546508012172, 'a': 0.5}",25,7,-43.08033526901474,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
203,False,"{'e': 0.13133552114849303, 'a': 0.5}",20,0,16.042391638553262,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
204,False,"{'e': 0.1300287108784259, 'a': 0.5}",30,22,14.395490149468799,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'e': 0.12873490358780423, 'a': 0.5}",20,6,6.179129399777886,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
206,False,"{'e': 0.12745396989482075, 'a': 0.5}",20,8,23.395531284672717,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'e': 0.12618578170503877, 'a': 0.5}",25,11,-20.18709696847295,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
208,False,"{'e': 0.12493021219858241, 'a': 0.5}",20,11,14.480196620440982,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'e': 0.12368713581745483, 'a': 0.5}",25,18,12.753719693929103,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'e': 0.1224564282529819, 'a': 0.5}",30,15,22.360352559547458,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'e': 0.12123796643338168, 'a': 0.5}",20,6,22.418967196309552,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'e': 0.12003162851145673, 'a': 0.5}",30,12,21.45822511213323,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
213,False,"{'e': 0.11883729385240965, 'a': 0.5}",25,11,-14.810996215317813,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
214,False,"{'e': 0.11765484302177918, 'a': 0.5}",25,12,14.941755816823104,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'e': 0.11648415777349697, 'a': 0.5}",20,16,10.696828365845331,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'e': 0.11532512103806251, 'a': 0.5}",20,13,12.45395620398389,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'e': 0.1141776169108365, 'a': 0.5}",30,20,15.301404681151926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'e': 0.11304153064044985, 'a': 0.5}",20,10,17.794106326820216,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'e': 0.11191674861732888, 'a': 0.5}",20,13,10.247789189517299,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'e': 0.11080315836233387, 'a': 0.5}",25,7,8.154887383464821,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
221,False,"{'e': 0.10970064851551141, 'a': 0.5}",30,16,6.254712147674438,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
222,False,"{'e': 0.10860910882495796, 'a': 0.5}",25,17,6.97804073946445,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'e': 0.10752843013579495, 'a': 0.5}",20,1,33.644976088547565,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'e': 0.1064585043792528, 'a': 0.5}",25,17,16.075039178882996,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'e': 0.10539922456186433, 'a': 0.5}",25,14,18.87594974032288,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'e': 0.104350484754765, 'a': 0.5}",30,16,25.134962171885622,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'e': 0.1033121800831002, 'a': 0.5}",25,14,1.2174138898212918,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
228,False,"{'e': 0.10228420671553744, 'a': 0.5}",20,7,9.068185935022653,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
229,False,"{'e': 0.1012664618538834, 'a': 0.5}",25,10,26.81549673701155,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'e': 0.1002588437228037, 'a': 0.5}",20,12,2.632166146345238,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'e': 0.09926125155964566, 'a': 0.5}",25,8,-7.5676390611280935,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
232,False,"{'e': 0.09827358560436154, 'a': 0.5}",25,10,28.5475539938216,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'e': 0.09729574708953276, 'a': 0.5}",30,12,-12.652751762595527,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
234,False,"{'e': 0.09632763823049303, 'a': 0.5}",30,19,20.55861242645935,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'e': 0.09536916221554961, 'a': 0.5}",25,11,27.422336967613315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'e': 0.09442022319630235, 'a': 0.5}",30,17,28.179755035067444,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'e': 0.09348072627805847, 'a': 0.5}",20,16,9.346460169952366,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'e': 0.09255057751034329, 'a': 0.5}",25,17,-6.669216598807728,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
239,False,"{'e': 0.09162968387750484, 'a': 0.5}",20,6,7.610983588888532,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'e': 0.09071795328941251, 'a': 0.5}",25,0,24.319354943586248,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
241,False,"{'e': 0.08981529457224763, 'a': 0.5}",20,10,-23.67152507201313,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
242,False,"{'e': 0.08892161745938634, 'a': 0.5}",20,12,14.41990590215206,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'e': 0.08803683258237255, 'a': 0.5}",20,2,26.034303891981292,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'e': 0.0871608514619813, 'a': 0.5}",25,13,13.311142147944198,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'e': 0.0862935864993705, 'a': 0.5}",25,14,19.284940122793692,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'e': 0.08543495096732123, 'a': 0.5}",30,13,32.2222198566878,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'e': 0.08458485900156469, 'a': 0.5}",20,11,16.852267458738375,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'e': 0.08374322559219596, 'a': 0.5}",25,0,38.84599876157941,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
249,False,"{'e': 0.08290996657517266, 'a': 0.5}",25,13,10.152474641115008,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'e': 0.0820849986238988, 'a': 0.5}",20,10,15.127892782961982,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'e': 0.08126823924089167, 'a': 0.5}",25,20,11.229942638789211,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'e': 0.08045960674953244, 'a': 0.5}",25,16,16.997397479175483,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'e': 0.07965902028589801, 'a': 0.5}",20,6,-16.44257820822446,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
254,False,"{'e': 0.07886639979067495, 'a': 0.5}",20,14,9.14868698296222,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'e': 0.07808166600115313, 'a': 0.5}",30,18,25.033807470929265,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'e': 0.07730474044329974, 'a': 0.5}",30,24,10.590896153593693,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'e': 0.07653554542391151, 'a': 0.5}",20,9,16.87651288461624,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'e': 0.07577400402284548, 'a': 0.5}",20,11,17.633060587517747,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'e': 0.07502004008532698, 'a': 0.5}",30,14,13.89654033833034,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'e': 0.07427357821433388, 'a': 0.5}",20,7,11.844636346791605,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'e': 0.0735345437630571, 'a': 0.5}",20,8,24.408023027844212,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'e': 0.07280286282743559, 'a': 0.5}",20,13,12.525145263102225,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'e': 0.0720784622387661, 'a': 0.5}",20,4,15.890755958989008,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'e': 0.07136126955638605, 'a': 0.5}",30,18,12.313157682259538,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'e': 0.0706512130604296, 'a': 0.5}",20,9,23.33569718818699,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'e': 0.06994822174465536, 'a': 0.5}",25,7,29.666183256505796,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'e': 0.069252225309346, 'a': 0.5}",20,16,7.2963253144492795,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'e': 0.06856315415427791, 'a': 0.5}",25,3,18.911147503882052,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'e': 0.06788093937176144, 'a': 0.5}",20,10,21.965513962432084,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'e': 0.06720551273974976, 'a': 0.5}",25,7,35.37375922375465,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'e': 0.06653680671501686, 'a': 0.5}",30,15,15.435373464225982,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'e': 0.06587475442640295, 'a': 0.5}",20,16,6.641401595655688,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'e': 0.06521928966812753, 'a': 0.5}",25,15,20.845536900640326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'e': 0.06457034689316847, 'a': 0.5}",25,17,14.01336860485712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'e': 0.06392786120670757, 'a': 0.5}",25,17,7.844705433862958,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'e': 0.0632917683596407, 'a': 0.5}",25,11,25.56591985992601,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'e': 0.06266200474215315, 'a': 0.5}",35,21,22.394198519162085,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'e': 0.06203850737735829, 'a': 0.5}",30,18,23.04102502397895,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'e': 0.06142121391500013, 'a': 0.5}",20,16,6.259454610063226,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'e': 0.06081006262521795, 'a': 0.5}",20,13,13.9948279425037,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'e': 0.06020499239237354, 'a': 0.5}",25,13,24.532620254425588,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'e': 0.05960594270893937, 'a': 0.5}",25,13,16.780599447279407,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
283,False,"{'e': 0.05901285366944784, 'a': 0.5}",20,2,29.513134712884128,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'e': 0.05842566596450083, 'a': 0.5}",20,13,14.70149687412287,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'e': 0.057844320874838456, 'a': 0.5}",25,12,20.50960082419606,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'e': 0.05726876026546736, 'a': 0.5}",25,20,9.76687237380286,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'e': 0.0566989265798469, 'a': 0.5}",20,13,13.975992443806536,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'e': 0.056134762834133725, 'a': 0.5}",20,8,-24.51720298333634,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
289,False,"{'e': 0.05557621261148306, 'a': 0.5}",20,14,9.51226679742694,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'e': 0.05502322005640723, 'a': 0.5}",20,16,8.751157992187139,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'e': 0.05447572986918986, 'a': 0.5}",20,16,5.914261622322821,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'e': 0.05393368730035602, 'a': 0.5}",20,14,10.605067450051784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'e': 0.053397038145197084, 'a': 0.5}",25,14,18.298819473774024,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'e': 0.05286572873835037, 'a': 0.5}",20,11,16.796729143188564,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'e': 0.05233970594843238, 'a': 0.5}",20,13,15.61832329278946,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'e': 0.05181891717272583, 'a': 0.5}",25,15,9.143337798952746,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'e': 0.05130331033191911, 'a': 0.5}",20,10,18.17163771824071,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'e': 0.0507928338648985, 'a': 0.5}",30,19,20.51045490797164,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'e': 0.050287436723591865, 'a': 0.5}",25,17,4.97950824536108,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
300,False,"{'e': 0.049787068367863944, 'a': 0.5}",30,15,30.47416523877927,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'e': 0, 'a': 0}",25,14,18.503735702697227,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'e': 0, 'a': 0}",30,15,28.008268197208135,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'e': 0, 'a': 0}",20,8,22.859544805389277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'e': 0, 'a': 0}",20,11,12.889905320083889,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'e': 0, 'a': 0}",20,13,11.042325234374404,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'e': 0, 'a': 0}",20,12,14.31442491167881,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'e': 0, 'a': 0}",20,12,12.239849671873289,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'e': 0, 'a': 0}",25,19,11.49026583469437,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'e': 0, 'a': 0}",20,8,21.381850854449464,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'e': 0, 'a': 0}",20,0,31.179624548724192,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
